id,name,set,series,generation,publisher,release_date,release_year,artist,supertype,rarity,primary_type,types_display,hp,retreat_cost,set_number
sm11-157,Druddigon,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Hatachu,Pokémon,Common,Dragon,Dragon,120.0,2.0,157/236
sm11-158,Noibat,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,0313,Pokémon,Common,Dragon,Dragon,60.0,1.0,158/236
sm11-159,Noivern,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shin Nagasawa,Pokémon,Rare,Dragon,Dragon,120.0,,159/236
sm11-160,Naganadel-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,PLANETA Tsuji,Pokémon,Holo GX Rare,Dragon,Dragon,210.0,1.0,160/236
sm11-161,Lickitung,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Tetsuya Koizumi,Pokémon,Common,Colorless,Colorless,100.0,4.0,161/236
sm11-162,Lickilicky,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Suwama Chiaki,Pokémon,Rare,Colorless,Colorless,130.0,4.0,162/236
sm11-163,Kangaskhan,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sanosuke Sakuma,Pokémon,Holo Rare,Colorless,Colorless,130.0,2.0,163/236
sm11-164,Tauros,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,KEIICHIRO ITO,Pokémon,Uncommon,Colorless,Colorless,110.0,1.0,164/236
sm11-165,Hoothoot,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Misa Tsutsui,Pokémon,Common,Colorless,Colorless,60.0,1.0,165/236
sm11-166,Noctowl,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Tomokazu Komiya,Pokémon,Uncommon,Colorless,Colorless,90.0,1.0,166/236
sm11-167,Slakoth,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Miki Kudo,Pokémon,Common,Colorless,Colorless,50.0,2.0,167/236
sm11-168,Slakoth,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Tetsuya Koizumi,Pokémon,Common,Colorless,Colorless,70.0,3.0,168/236
sm11-169,Vigoroth,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Midori Harada,Pokémon,Uncommon,Colorless,Colorless,90.0,1.0,169/236
sm11-170,Slaking,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Akira Komayama,Pokémon,Holo Rare,Colorless,Colorless,180.0,4.0,170/236
sm11-171,Bidoof,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sekio,Pokémon,Common,Colorless,Colorless,70.0,2.0,171/236
sm11-172,Bibarel,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kagemaru Himeno,Pokémon,Uncommon,Colorless,Colorless,120.0,2.0,172/236
sm11-173,Munchlax,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sowsow,Pokémon,Uncommon,Colorless,Colorless,60.0,,173/236
sm11-174,Pidove,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ryoma Uratsuka,Pokémon,Common,Colorless,Colorless,60.0,1.0,174/236
sm11-175,Tranquill,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sekio,Pokémon,Uncommon,Colorless,Colorless,80.0,1.0,175/236
sm11-176,Unfezant,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shin Nagasawa,Pokémon,Rare,Colorless,Colorless,140.0,1.0,176/236
sm11-177,Audino,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sui,Pokémon,Uncommon,Colorless,Colorless,90.0,1.0,177/236
sm11-178,Tornadus,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Anesaki Dynamic,Pokémon,Uncommon,Colorless,Colorless,120.0,1.0,178/236
sm11-179,Fletchling,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Saya Tsuruta,Pokémon,Common,Colorless,Colorless,60.0,1.0,179/236
sm11-180,Yungoos,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Shigenori Negishi,Pokémon,Common,Colorless,Colorless,70.0,1.0,180/236
sm11-181,Gumshoos,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Midori Harada,Pokémon,Rare,Colorless,Colorless,100.0,1.0,181/236
sm11-182,Oranguru,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Naoki Saito,Pokémon,Uncommon,Colorless,Colorless,120.0,3.0,182/236
sm11-183,Type: Null,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Tetsuya Koizumi,Pokémon,Uncommon,Colorless,Colorless,100.0,1.0,183/236
sm11-184,Silvally,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Eske Yoshinob,Pokémon,Holo Rare,Colorless,Colorless,130.0,2.0,184/236
sm11-185,Komala,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Miki Tanaka,Pokémon,Uncommon,Colorless,Colorless,90.0,1.0,185/236
sm11-186,Blaine's Quiz Show,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Megumi Mizutani,Trainer,Uncommon,,,,,186/236
sm11-187,Blizzard Town,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ryo Ueda,Trainer,Uncommon,,,,,187/236
sm11-188,Blue's Tactics,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Megumi Mizutani,Trainer,Uncommon,,,,,188/236
sm11-189,Bug Catcher,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,KirisAki,Trainer,Uncommon,,,,,189/236
sm11-190,Channeler,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,TOKIYA,Trainer,Uncommon,,,,,190/236
sm11-191,Cherish Ball,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Trainer,Uncommon,,,,,191/236
sm11-192,Coach Trainer,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Nagimiso,Trainer,Uncommon,,,,,192/236
sm11-193,Dark City,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ryo Ueda,Trainer,Uncommon,,,,,193/236
sm11-194,Ear-Ringing Bell,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Toyste Beach,Trainer,Uncommon,,,,,194/236
sm11-195,Flyinium Z: Air Slash,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Aky CG Works,Trainer,Uncommon,,,,,195/236
sm11-196,Giant Bomb,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Studio Bora Inc.,Trainer,Uncommon,,,,,196/236
sm11-197,Giant Hearth,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Trainer,Uncommon,,,,,197/236
sm11-198,Great Potion,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yoshinobu Saito,Trainer,Uncommon,,,,,198/236
sm11-199,Grimsley,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kodama,Trainer,Uncommon,,,,,199/236
sm11-200,Hapu,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ken Sugimori,Trainer,Uncommon,,,,,200/236
sm11-201,Karate Belt,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yoshinobu Saito,Trainer,Uncommon,,,,,201/236
sm11-202,Misty's Favor,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Hideki Ishikawa,Trainer,Uncommon,,,,,202/236
sm11-203,Normalium Z: Tackle,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Trainer,Uncommon,,,,,203/236
sm11-204,Poké Maniac,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Hitoshi Ariga,Trainer,Uncommon,,,,,204/236
sm11-205,Pokémon Research Lab,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Aky CG Works,Trainer,Uncommon,,,,,205/236
sm11-206,Reset Stamp,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sadaji,Trainer,Uncommon,,,,,206/236
sm11-207,Slumbering Forest,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Ryo Ueda,Trainer,Uncommon,,,,,207/236
sm11-208,Stadium Nav,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yoshinobu Saito,Trainer,Uncommon,,,,,208/236
sm11-209,Tag Switch,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yoshinobu Saito,Trainer,Uncommon,,,,,209/236
sm11-210,Unidentified Fossil,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Toyste Beach,Trainer,Uncommon,,,60.0,,210/236
sm11-211,U-Turn Board,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sadaji,Trainer,Uncommon,,,,,211/236
sm11-212,Recycle Energy,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Unknown,Energy,Uncommon,,,,,212/236
sm11-213,Weakness Guard Energy,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Unknown,Energy,Uncommon,,,,,213/236
sm11-214,Rowlet & Alolan Exeggutor-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Ultra Rare,Grass,Grass,270.0,3.0,214/236
sm11-215,Rowlet & Alolan Exeggutor-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Naoyo Kimura,Pokémon,Ultra Rare,Grass,Grass,270.0,3.0,215/236
sm11-216,Heatran-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Ultra Rare,Fire,Fire,190.0,3.0,216/236
sm11-217,Slowpoke & Psyduck-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Ultra Rare,Water,Water,250.0,2.0,217/236
sm11-218,Slowpoke & Psyduck-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Miki Tanaka,Pokémon,Ultra Rare,Water,Water,250.0,2.0,218/236
sm11-219,Keldeo-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Ultra Rare,Water,Water,170.0,2.0,219/236
sm11-220,Raichu & Alolan Raichu-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Ultra Rare,Lightning,Lightning,260.0,2.0,220/236
sm11-221,Raichu & Alolan Raichu-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Tetsuya Koizumi,Pokémon,Ultra Rare,Lightning,Lightning,260.0,2.0,221/236
sm11-222,Mewtwo & Mew-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Pokémon,Ultra Rare,Psychic,Psychic,270.0,2.0,222/236
sm11-223,Latios-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Ultra Rare,Psychic,Psychic,170.0,,223/236
sm11-224,Aerodactyl-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Ultra Rare,Fighting,Fighting,210.0,,224/236
sm11-225,Mega Sableye & Tyranitar-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Pokémon,Ultra Rare,Darkness,Darkness,280.0,4.0,225/236
sm11-226,Mega Sableye & Tyranitar-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Chibi,Pokémon,Ultra Rare,Darkness,Darkness,280.0,4.0,226/236
sm11-227,Mawile-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Ultra Rare,Metal,Metal,170.0,1.0,227/236
sm11-228,Garchomp & Giratina-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Aky CG Works,Pokémon,Ultra Rare,Dragon,Dragon,270.0,3.0,228/236
sm11-229,Dragonite-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Ultra Rare,Dragon,Dragon,250.0,2.0,229/236
sm11-230,Naganadel-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Ultra Rare,Dragon,Dragon,210.0,1.0,230/236
sm11-231,Blue's Tactics,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Naoki Saito,Trainer,Ultra Rare,,,,,231/236
sm11-232,Channeler,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,TOKIYA,Trainer,Ultra Rare,,,,,232/236
sm11-233,Coach Trainer,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Nagimiso,Trainer,Ultra Rare,,,,,233/236
sm11-234,Grimsley,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Kodama,Trainer,Ultra Rare,,,,,234/236
sm11-235,Misty's Favor,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Hideki Ishikawa,Trainer,Ultra Rare,,,,,235/236
sm11-236,Poké Maniac,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Hitoshi Ariga,Trainer,Ultra Rare,,,,,236/236
sm11-237,Rowlet & Alolan Exeggutor-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Rainbow Rare,Grass,Grass,270.0,3.0,237/236
sm11-238,Heatran-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Rainbow Rare,Fire,Fire,190.0,3.0,238/236
sm11-239,Slowpoke & Psyduck-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Rainbow Rare,Water,Water,250.0,2.0,239/236
sm11-240,Keldeo-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Rainbow Rare,Water,Water,170.0,2.0,240/236
sm11-241,Raichu & Alolan Raichu-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Rainbow Rare,Lightning,Lightning,260.0,2.0,241/236
sm11-242,Mewtwo & Mew-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Pokémon,Rainbow Rare,Psychic,Psychic,270.0,2.0,242/236
sm11-243,Latios-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Rainbow Rare,Psychic,Psychic,170.0,,243/236
sm11-244,Aerodactyl-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Rainbow Rare,Fighting,Fighting,210.0,,244/236
sm11-245,Mega Sableye & Tyranitar-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Pokémon,Rainbow Rare,Darkness,Darkness,280.0,4.0,245/236
sm11-246,Mawile-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Rainbow Rare,Metal,Metal,170.0,1.0,246/236
sm11-247,Garchomp & Giratina-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Aky CG Works,Pokémon,Rainbow Rare,Dragon,Dragon,270.0,3.0,247/236
sm11-248,Dragonite-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Rainbow Rare,Dragon,Dragon,250.0,2.0,248/236
sm11-249,Naganadel-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,ConceptLab,Pokémon,Rainbow Rare,Dragon,Dragon,210.0,1.0,249/236
sm11-250,Cherish Ball,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Trainer,Secret Rare,,,,,250/236
sm11-251,Giant Bomb,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Studio Bora Inc.,Trainer,Secret Rare,,,,,251/236
sm11-252,Karate Belt,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yoshinobu Saito,Trainer,Secret Rare,,,,,252/236
sm11-253,Reset Stamp,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sadaji,Trainer,Secret Rare,,,,,253/236
sm11-254,Tag Switch,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yoshinobu Saito,Trainer,Secret Rare,,,,,254/236
sm11-255,U-Turn Board,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Sadaji,Trainer,Secret Rare,,,,,255/236
sm11-256,Viridian Forest,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Trainer,Secret Rare,,,,,256/236
sm11-257,Recycle Energy,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Unknown,Energy,Secret Rare,,,,,257/236
sm11-258,Weakness Guard Energy,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Unknown,Energy,Secret Rare,,,,,258/236
sm11-191a,Cherish Ball,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,Yoshinobu Saito,Trainer,Uncommon,,,,,191a
sm11-206a,Reset Stamp,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,OOYAMA,Trainer,Uncommon,,,,,206a
sm11-79a,Jirachi-GX,Unified Minds,Sun & Moon,Seventh,TPCI,2019-08-02,2019,5ban Graphics,Pokémon,Ultra Rare,Psychic,Psychic,160.0,1.0,79a
sm115-1,Caterpie,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Tetsuya Koizumi,Pokémon,Common,Grass,Grass,60.0,1.0,1/68
sm115-2,Metapod,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Shibuzoh.,Pokémon,Uncommon,Grass,Grass,90.0,2.0,2/68
sm115-3,Butterfree,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Masakazu Fukuda,Pokémon,Rare,Grass,Grass,130.0,1.0,3/68
sm115-4,Paras,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,OOYAMA,Pokémon,Common,Grass,Grass,70.0,1.0,4/68
sm115-5,Scyther,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Hasuno,Pokémon,Uncommon,Grass,Grass,100.0,1.0,5/68
sm115-6,Pinsir-GX,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,5ban Graphics,Pokémon,Holo GX Rare,Grass,Grass,180.0,2.0,6/68
sm115-7,Charmander,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Megumi Mizutani,Pokémon,Common,Fire,Fire,70.0,1.0,7/68
sm115-8,Charmeleon,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Shin Nagasawa,Pokémon,Uncommon,Fire,Fire,100.0,1.0,8/68
sm115-9,Charizard-GX,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Aky CG Works,Pokémon,Holo GX Rare,Fire,Fire,250.0,3.0,9/68
sm115-10,Magmar,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Satoshi Shirai,Pokémon,Uncommon,Fire,Fire,90.0,2.0,10/68
sm115-11,Psyduck,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Nagimiso,Pokémon,Common,Water,Water,60.0,1.0,11/68
sm115-12,Slowpoke,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Misa Tsutsui,Pokémon,Common,Water,Water,70.0,2.0,12/68
sm115-13,Staryu,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Ken Sugimori,Pokémon,Common,Water,Water,50.0,1.0,13/68
sm115-14,Starmie-GX,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,PLANETA Otani,Pokémon,Holo GX Rare,Water,Water,190.0,,14/68
sm115-15,Magikarp,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Shigenori Negishi,Pokémon,Common,Water,Water,30.0,1.0,15/68
sm115-16,Gyarados-GX,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,5ban Graphics,Pokémon,Holo GX Rare,Water,Water,230.0,3.0,16/68
sm115-17,Lapras,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Kodama,Pokémon,Rare,Water,Water,120.0,2.0,17/68
sm115-18,Vaporeon,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Masakazu Fukuda,Pokémon,Holo Rare,Water,Water,120.0,3.0,18/68
sm115-19,Pikachu,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Kagemaru Himeno,Pokémon,Common,Lightning,Lightning,70.0,1.0,19/68
sm115-20,Raichu-GX,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,5ban Graphics,Pokémon,Holo GX Rare,Lightning,Lightning,210.0,1.0,20/68
sm115-21,Voltorb,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,SATOSHI NAKAI,Pokémon,Common,Lightning,Lightning,50.0,1.0,21/68
sm115-22,Electrode,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Anesaki Dynamic,Pokémon,Rare,Lightning,Lightning,100.0,1.0,22/68
sm115-23,Jolteon,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Kouki Saitou,Pokémon,Rare,Lightning,Lightning,90.0,,23/68
sm115-24,Zapdos,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Shin Nagasawa,Pokémon,Holo Rare,Lightning,Lightning,120.0,2.0,24/68
sm115-25,Ekans,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,MAHOU,Pokémon,Common,Psychic,Psychic,60.0,1.0,25/68
sm115-26,Ekans,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Masakazu Fukuda,Pokémon,Common,Psychic,Psychic,60.0,1.0,26/68
sm115-27,Arbok,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,KirisAki,Pokémon,Rare,Psychic,Psychic,120.0,2.0,27/68
sm115-28,Koffing,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Saya Tsuruta,Pokémon,Common,Psychic,Psychic,60.0,1.0,28/68
sm115-29,Weezing,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Hideki Ishikawa,Pokémon,Rare,Psychic,Psychic,120.0,3.0,29/68
sm115-30,Jynx,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Kouki Saitou,Pokémon,Uncommon,Psychic,Psychic,100.0,1.0,30/68
sm115-31,Mewtwo-GX,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Aky CG Works,Pokémon,Holo GX Rare,Psychic,Psychic,180.0,2.0,31/68
sm115-32,Mew,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Atsuko Nishida,Pokémon,Rare,Psychic,Psychic,80.0,1.0,32/68
sm115-33,Geodude,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Ken Sugimori,Pokémon,Common,Fighting,Fighting,70.0,2.0,33/68
sm115-34,Graveler,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Ken Sugimori,Pokémon,Uncommon,Fighting,Fighting,100.0,3.0,34/68
sm115-35,Golem,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Ken Sugimori,Pokémon,Rare,Fighting,Fighting,170.0,4.0,35/68
sm115-36,Onix-GX,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,PLANETA Igarashi,Pokémon,Holo GX Rare,Fighting,Fighting,200.0,4.0,36/68
sm115-37,Cubone,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Hasuno,Pokémon,Common,Fighting,Fighting,60.0,2.0,37/68
sm115-38,Clefairy,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Saya Tsuruta,Pokémon,Common,Fairy,Fairy,60.0,1.0,38/68
sm115-39,Clefairy,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,KirisAki,Pokémon,Common,Fairy,Fairy,60.0,1.0,39/68
sm115-40,Clefable,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Sui,Pokémon,Rare,Fairy,Fairy,120.0,2.0,40/68
sm115-41,Jigglypuff,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Mizue,Pokémon,Common,Fairy,Fairy,70.0,1.0,41/68
sm115-42,Wigglytuff-GX,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,5ban Graphics,Pokémon,Holo GX Rare,Fairy,Fairy,210.0,2.0,42/68
sm115-43,Mr. Mime,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Hideki Ishikawa,Pokémon,Rare,Fairy,Fairy,90.0,1.0,43/68
sm115-44,Moltres & Zapdos & Articuno-GX,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Mitsuhiro Arita,Pokémon,Holo GX Rare,Colorless,Colorless,300.0,3.0,44/68
sm115-45,Farfetch'd,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Eri Yamaki,Pokémon,Uncommon,Colorless,Colorless,80.0,1.0,45/68
sm115-46,Chansey,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Sowsow,Pokémon,Uncommon,Colorless,Colorless,130.0,2.0,46/68
sm115-47,Kangaskhan,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,You Iribi,Pokémon,Rare,Colorless,Colorless,120.0,2.0,47/68
sm115-48,Eevee,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Kagemaru Himeno,Pokémon,Holo Rare,Colorless,Colorless,60.0,1.0,48/68
sm115-49,Eevee,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Hitoshi Ariga,Pokémon,Common,Colorless,Colorless,60.0,1.0,49/68
sm115-50,Snorlax,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Akira Komayama,Pokémon,Rare,Colorless,Colorless,150.0,3.0,50/68
sm115-51,Bill's Analysis,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Naoki Saito,Trainer,Rare,,,,,51/68
sm115-52,Blaine's Last Stand,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Ken Sugimori,Trainer,Rare,,,,,52/68
sm115-53,Brock's Grit,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,Megumi Mizutani,Trainer,Uncommon,,,,,53/68
sm115-54,Brock's Pewter City Gym,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,5ban Graphics,Trainer,Uncommon,,,,,54/68
sm115-55,Brock's Training,Hidden Fates,Sun & Moon,Seventh,TPCI,2019-08-23,2019,TOKIYA,Trainer,Holo Rare,,,,,55/68
